Interval0,Rythmic_Value0,Interval1,Rythmic_Value1,Interval2,Rythmic_Value2,Interval3,Rythmic_Value3,Interval4,Rythmic_Value4,Interval5,Rythmic_Value5,Interval6,Rythmic_Value6,Koleda
0,1.8669844,1.0,2.0312788,2.0,0.95589596,-3.0,2.9274313,-15.0,0.56756324,-1.0,1.792305,12.0,0.74679375,polnoc_juz_byla
0,0.597435,0.0,1.2844851,0.0,1.4637157,0.0,1.7176255,4.0,0.56756324,-1.0,0.64224255,17.0,0.73185784,polnoc_juz_byla
0,0.716922,-8.0,1.1500623,12.0,1.2844851,0.0,1.0903188,0.0,0.95589596,7.0,0.597435,-7.0,2.7780726,polnoc_juz_byla
0,0.7617296,8.0,0.56756324,-19.0,0.86628073,12.0,1.0156394,1.0,0.77666545,-14.0,1.075383,0.0,0.68705016,polnoc_juz_byla
0,0.61237085,-2.0,0.5526273,-1.0,3.465123,-2.0,3.8683915,-2.0,0.5227556,0.0,0.8513449,7.0,0.8961525,polnoc_juz_byla
0,0.7617296,0.0,0.7916013,0.0,4.6749287,0.0,0.61237085,3.0,0.8812166,-2.0,0.5376915,-1.0,3.0618544,polnoc_juz_byla
0,0.4370232,-1.0,0.41131592,3.0,0.41131592,1.0,0.42416954,0.0,0.8869,0.0,0.55270576,2.0,0.6555348,pastoralka_najwiekszych_przyjaciol
0,1.2725086,-2.0,0.5269985,2.0,0.5269985,0.0,0.8483391,-3.0,0.59126663,1.0,0.86119276,0.0,0.79692465,pastoralka_najwiekszych_przyjaciol
0,0.48843765,0.0,0.47558406,7.0,0.5655594,2.0,0.74551016,0.0,0.89975363,-9.0,0.55270576,6.0,0.5269985,pastoralka_najwiekszych_przyjaciol
0,0.41131592,0.0,0.41131592,-4.0,0.41131592,4.0,1.1182653,1.0,0.4370232,-3.0,0.41131592,-2.0,0.51414496,pastoralka_najwiekszych_przyjaciol
0,0.4370232,0.0,0.41131592,0.0,1.2468014,-7.0,0.4370232,0.0,0.784071,0.0,0.46273044,7.0,0.4370232,pastoralka_najwiekszych_przyjaciol
0,0.83548546,-1.0,0.4370232,2.0,0.41131592,1.0,0.9768753,1.0,0.51414496,2.0,1.9023362,-3.0,0.41131592,pastoralka_najwiekszych_przyjaciol
0,0.41131592,3.0,0.59126663,-11.0,0.4370232,0.0,1.0797043,10.0,0.4370232,-4.0,0.46273044,1.0,0.41131592,pastoralka_najwiekszych_przyjaciol
0,0.41131592,0.0,0.41131592,0.0,0.6041203,-7.0,0.6555348,0.0,0.53985214,0.0,0.44987682,1.0,0.61697394,pastoralka_najwiekszych_przyjaciol
0,0.79692465,-1.0,0.70694923,-1.0,2.4421883,-1.0,0.4370232,0.0,0.41131592,0.0,0.9768753,-2.0,0.55270576,pastoralka_najwiekszych_przyjaciol
0,0.9254609,0.0,1.0154363,0.0,0.681242,5.0,2.3779202,-1.0,0.4370232,0.0,1.401045,-2.0,0.44987682,pastoralka_najwiekszych_przyjaciol
0,0.7583638,0.0,0.73265654,0.0,0.4370232,3.0,0.46273044,3.0,0.784071,-6.0,0.4370232,7.0,0.5269985,pastoralka_najwiekszych_przyjaciol
0,0.83548546,0.0,0.9897289,-5.0,0.61697394,2.0,0.5269985,2.0,0.784071,1.0,0.44987682,-1.0,0.41131592,pastoralka_najwiekszych_przyjaciol
0,0.41131592,0.0,2.2493842,-6.0,0.47558406,-1.0,1.0411435,0.0,0.44987682,0.0,0.50129133,0.0,0.82263184,pastoralka_najwiekszych_przyjaciol
0,2.066253,5.0,0.688751,0.0,1.6445686,0.0,0.67469484,1.0,0.44979653,-1.0,1.293165,-1.0,1.3072212,do_szopy_hej_pasterze
0,0.67469484,1.0,0.44979653,-1.0,1.293165,-1.0,1.3072212,-5.0,0.8855369,8.0,2.1365335,0.0,0.49196497,do_szopy_hej_pasterze
0,1.3072212,-5.0,0.8855369,8.0,2.1365335,0.0,0.49196497,-2.0,0.8012001,-5.0,2.1084213,4.0,0.7730878,do_szopy_hej_pasterze
0,0.49196497,-2.0,0.8012001,-5.0,2.1084213,4.0,0.7730878,1.0,0.56224567,0.0,0.94176155,11.0,0.84336853,do_szopy_hej_pasterze
0,0.7730878,1.0,0.56224567,0.0,0.94176155,11.0,0.84336853,1.0,0.44979653,0.0,0.5200772,-14.0,0.47790882,do_szopy_hej_pasterze
0,0.84336853,1.0,0.44979653,0.0,0.5200772,-14.0,0.47790882,4.0,0.89959306,-1.0,0.47790882,-1.0,0.49196497,do_szopy_hej_pasterze
0,0.47790882,4.0,0.89959306,-1.0,0.47790882,-1.0,0.49196497,-1.0,0.7449755,0.0,0.8574247,0.0,0.47790882,do_szopy_hej_pasterze
0,0.49196497,-1.0,0.7449755,0.0,0.8574247,0.0,0.47790882,8.0,0.47790882,0.0,1.0823228,-5.0,0.47790882,do_szopy_hej_pasterze
0,0.47790882,8.0,0.47790882,0.0,1.0823228,-5.0,0.47790882,3.0,0.5763018,-1.0,1.096379,3.0,0.7028071,do_szopy_hej_pasterze
0,0.47790882,3.0,0.5763018,-1.0,1.096379,3.0,0.7028071,0.0,0.6465825,-1.0,0.44979653,-1.0,0.59035796,do_szopy_hej_pasterze
0,0.7028071,0.0,0.6465825,-1.0,0.44979653,-1.0,0.59035796,0.0,0.84336853,-1.0,0.47790882,3.0,1.1526036,do_szopy_hej_pasterze
0,0.59035796,0.0,0.84336853,-1.0,0.47790882,3.0,1.1526036,-5.0,0.47790882,-1.0,0.44979653,0.0,0.688751,do_szopy_hej_pasterze
0,1.1526036,-5.0,0.47790882,-1.0,0.44979653,0.0,0.688751,-1.0,1.0401545,3.0,0.59035796,1.0,1.2228844,do_szopy_hej_pasterze
0,0.688751,-1.0,1.0401545,3.0,0.59035796,1.0,1.2228844,2.0,0.75903165,1.0,1.7570177,0.0,1.8272984,do_szopy_hej_pasterze
0,1.2228844,2.0,0.75903165,1.0,1.7570177,0.0,1.8272984,0.0,0.5763018,2.0,1.588344,-2.0,0.44979653,do_szopy_hej_pasterze
0,1.8272984,0.0,0.5763018,2.0,1.588344,-2.0,0.44979653,-6.0,0.87148076,3.0,0.44979653,1.0,1.78513,do_szopy_hej_pasterze
0,0.44979653,-6.0,0.87148076,3.0,0.44979653,1.0,1.78513,0.0,0.56224567,0.0,1.391558,-8.0,1.7289053,do_szopy_hej_pasterze
0,1.78513,0.0,0.56224567,0.0,1.391558,-8.0,1.7289053,8.0,0.7871439,0.0,2.2630389,2.0,0.63252634,do_szopy_hej_pasterze
0,1.7289053,8.0,0.7871439,0.0,2.2630389,2.0,0.63252634,2.0,1.2791089,-10.0,0.63252634,1.0,0.688751,do_szopy_hej_pasterze
0,0.63252634,2.0,1.2791089,-10.0,0.63252634,1.0,0.688751,-1.0,1.6164563,6.0,0.44979653,2.0,0.44979653,do_szopy_hej_pasterze
0,0.688751,-1.0,1.6164563,6.0,0.44979653,2.0,0.44979653,0.0,1.981916,0.0,0.7449755,3.0,0.47790882,do_szopy_hej_pasterze
0,0.44979653,0.0,1.981916,0.0,0.7449755,3.0,0.47790882,-3.0,1.9116353,0.0,1.096379,-6.0,0.44979653,do_szopy_hej_pasterze
0,0.47790882,-3.0,1.9116353,0.0,1.096379,-6.0,0.44979653,3.0,1.3634458,8.0,1.3634458,-7.0,1.3072212,do_szopy_hej_pasterze
0,0.44979653,3.0,1.3634458,8.0,1.3634458,-7.0,1.3072212,-4.0,1.0542107,1.0,2.7268915,-8.0,0.8574247,do_szopy_hej_pasterze
0,1.3072212,-4.0,1.0542107,1.0,2.7268915,-8.0,0.8574247,5.0,0.6465825,3.0,0.44979653,-1.0,1.0120422,do_szopy_hej_pasterze
0,0.8574247,5.0,0.6465825,3.0,0.44979653,-1.0,1.0120422,-2.0,0.9979861,2.0,0.49196497,2.0,1.377502,do_szopy_hej_pasterze
0,1.0120422,-2.0,0.9979861,2.0,0.49196497,2.0,1.377502,-3.0,0.89959306,-3.0,0.49196497,7.0,0.5341334,do_szopy_hej_pasterze
0,1.377502,-3.0,0.89959306,-3.0,0.49196497,7.0,0.5341334,5.0,0.49196497,-4.0,1.5321195,-1.0,1.8694669,do_szopy_hej_pasterze
0,0.5341334,5.0,0.49196497,-4.0,1.5321195,-1.0,1.8694669,5.0,0.81525624,-5.0,1.8272984,3.0,1.5180633,do_szopy_hej_pasterze
0,1.8694669,5.0,0.81525624,-5.0,1.8272984,3.0,1.5180633,-2.0,0.81525624,2.0,0.6465825,-8.0,0.5060211,do_szopy_hej_pasterze
0,1.61672,0.0,0.49745232,2.0,0.49745232,6.0,1.3058124,-5.0,0.5285431,0.0,0.7928146,0.0,0.49745232,a_wczora_z_wieczora
0,0.49745232,6.0,1.3058124,-5.0,0.5285431,0.0,0.7928146,0.0,0.49745232,0.0,1.1659038,-2.0,0.85499614,a_wczora_z_wieczora
0,0.5285431,0.0,0.7928146,0.0,0.49745232,0.0,1.1659038,-2.0,0.85499614,-1.0,0.90163237,-2.0,1.290267,a_wczora_z_wieczora
0,0.49745232,0.0,1.1659038,-2.0,0.85499614,-1.0,0.90163237,-2.0,1.290267,0.0,2.0364454,5.0,2.22299,a_wczora_z_wieczora
0,0.85499614,-1.0,0.90163237,-2.0,1.290267,0.0,2.0364454,5.0,2.22299,4.0,0.49745232,1.0,3.715347,a_wczora_z_wieczora
0,1.290267,0.0,2.0364454,5.0,2.22299,4.0,0.49745232,1.0,3.715347,-1.0,0.55963385,-1.0,1.01045,a_wczora_z_wieczora
0,2.22299,4.0,0.49745232,1.0,3.715347,-1.0,0.55963385,-1.0,1.01045,-1.0,0.63736075,-1.0,0.6529062,a_wczora_z_wieczora
0,3.715347,-1.0,0.55963385,-1.0,1.01045,-1.0,0.63736075,-1.0,0.6529062,1.0,0.5285431,0.0,1.088177,a_wczora_z_wieczora
0,1.01045,-1.0,0.63736075,-1.0,0.6529062,1.0,0.5285431,0.0,1.088177,-2.0,0.96381384,-3.0,0.49745232,a_wczora_z_wieczora
0,0.6529062,1.0,0.5285431,0.0,1.088177,-2.0,0.96381384,-3.0,0.49745232,-1.0,0.49745232,3.0,1.61672,a_wczora_z_wieczora
0,1.088177,-2.0,0.96381384,-3.0,0.49745232,-1.0,0.49745232,3.0,1.61672,-1.0,0.49745232,0.0,0.49745232,a_wczora_z_wieczora
0,0.49745232,-1.0,0.49745232,3.0,1.61672,-1.0,0.49745232,0.0,0.49745232,0.0,0.7928146,0.0,0.49745232,a_wczora_z_wieczora
0,1.61672,-1.0,0.49745232,0.0,0.49745232,0.0,0.7928146,0.0,0.49745232,2.0,0.49745232,2.0,1.0726316,a_wczora_z_wieczora
0,0.49745232,0.0,0.7928146,0.0,0.49745232,2.0,0.49745232,2.0,1.0726316,5.0,0.5285431,-7.0,1.1503584,a_wczora_z_wieczora
0,0.49745232,2.0,0.49745232,2.0,1.0726316,5.0,0.5285431,-7.0,1.1503584,-3.0,0.5285431,1.0,0.5285431,a_wczora_z_wieczora
0,1.0726316,5.0,0.5285431,-7.0,1.1503584,-3.0,0.5285431,1.0,0.5285431,-3.0,0.49745232,0.0,0.49745232,a_wczora_z_wieczora
0,1.1503584,-3.0,0.5285431,1.0,0.5285431,-3.0,0.49745232,0.0,0.49745232,2.0,0.90163237,0.0,0.49745232,a_wczora_z_wieczora
0,0.5285431,-3.0,0.49745232,0.0,0.49745232,2.0,0.90163237,0.0,0.49745232,-2.0,1.21254,2.0,1.5545385,a_wczora_z_wieczora
0,0.49745232,2.0,0.90163237,0.0,0.49745232,-2.0,1.21254,2.0,1.5545385,-1.0,0.5285431,1.0,0.49745232,a_wczora_z_wieczora
0,0.49745232,-2.0,1.21254,2.0,1.5545385,-1.0,0.5285431,1.0,0.49745232,3.0,1.1814492,-2.0,0.5285431,a_wczora_z_wieczora
0,1.5545385,-1.0,0.5285431,1.0,0.49745232,3.0,1.1814492,-2.0,0.5285431,0.0,1.1348131,-1.0,0.9327231,a_wczora_z_wieczora
0,0.49745232,3.0,1.1814492,-2.0,0.5285431,0.0,1.1348131,-1.0,0.9327231,-2.0,0.5285431,-1.0,0.49745232,a_wczora_z_wieczora
0,0.5285431,0.0,1.1348131,-1.0,0.9327231,-2.0,0.5285431,-1.0,0.49745232,1.0,1.4457208,0.0,0.7928146,a_wczora_z_wieczora
0,0.9327231,-2.0,0.5285431,-1.0,0.49745232,1.0,1.4457208,0.0,0.7928146,0.0,0.5440885,0.0,0.49745232,a_wczora_z_wieczora
0,0.49745232,1.0,1.4457208,0.0,0.7928146,0.0,0.5440885,0.0,0.49745232,-3.0,0.49745232,1.0,3.793074,a_wczora_z_wieczora
0,0.7928146,0.0,0.5440885,0.0,0.49745232,-3.0,0.49745232,1.0,3.793074,0.0,0.5285431,3.0,0.49745232,a_wczora_z_wieczora
0,0.49745232,-3.0,0.49745232,1.0,3.793074,0.0,0.5285431,3.0,0.49745232,1.0,0.49745232,0.0,0.6839969,a_wczora_z_wieczora
0,3.793074,0.0,0.5285431,3.0,0.49745232,1.0,0.49745232,0.0,0.6839969,-1.0,0.5285431,2.0,0.49745232,a_wczora_z_wieczora
0,0.49745232,1.0,0.49745232,0.0,0.6839969,-1.0,0.5285431,2.0,0.49745232,2.0,1.4768115,0.0,0.99490464,a_wczora_z_wieczora
0,0.6839969,-1.0,0.5285431,2.0,0.49745232,2.0,1.4768115,0.0,0.99490464,-1.0,0.5751792,-1.0,0.55963385,a_wczora_z_wieczora
0,0.49745232,2.0,1.4768115,0.0,0.99490464,-1.0,0.5751792,-1.0,0.55963385,0.0,1.1659038,-1.0,1.7566285,a_wczora_z_wieczora
0,0.99490464,-1.0,0.5751792,-1.0,0.55963385,0.0,1.1659038,-1.0,1.7566285,-2.0,2.82926,-1.0,0.49745232,a_wczora_z_wieczora
0,0.55963385,0.0,1.1659038,-1.0,1.7566285,-2.0,2.82926,-1.0,0.49745232,-1.0,3.761983,1.0,0.886087,a_wczora_z_wieczora
0,1.7566285,-2.0,2.82926,-1.0,0.49745232,-1.0,3.761983,1.0,0.886087,5.0,0.5285431,1.0,0.5129977,a_wczora_z_wieczora
0,0.49745232,-1.0,3.761983,1.0,0.886087,5.0,0.5285431,1.0,0.5129977,0.0,0.5907246,2.0,0.5440885,a_wczora_z_wieczora
0,0.886087,5.0,0.5285431,1.0,0.5129977,0.0,0.5907246,2.0,0.5440885,2.0,0.49745232,1.0,1.6322654,a_wczora_z_wieczora
0,0.5129977,0.0,0.5907246,2.0,0.5440885,2.0,0.49745232,1.0,1.6322654,-2.0,0.49745232,-1.0,1.6322654,a_wczora_z_wieczora
0,0.5440885,2.0,0.49745232,1.0,1.6322654,-2.0,0.49745232,-1.0,1.6322654,0.0,0.5751792,-2.0,2.1141725,a_wczora_z_wieczora
0,1.6322654,-2.0,0.49745232,-1.0,1.6322654,0.0,0.5751792,-2.0,2.1141725,0.0,0.49745232,2.0,0.49745232,a_wczora_z_wieczora
0,1.6322654,0.0,0.5751792,-2.0,2.1141725,0.0,0.49745232,2.0,0.49745232,0.0,0.90163237,-2.0,0.49745232,a_wczora_z_wieczora
0,2.1141725,0.0,0.49745232,2.0,0.49745232,0.0,0.90163237,-2.0,0.49745232,0.0,0.9482685,0.0,0.5285431,a_wczora_z_wieczora
0,0.49745232,0.0,0.90163237,-2.0,0.49745232,0.0,0.9482685,0.0,0.5285431,-2.0,0.5440885,0.0,0.5129977,a_wczora_z_wieczora
0,0.49745232,0.0,0.9482685,0.0,0.5285431,-2.0,0.5440885,0.0,0.5129977,0.0,2.0364454,2.0,0.80836,a_wczora_z_wieczora
0,0.5285431,-2.0,0.5440885,0.0,0.5129977,0.0,2.0364454,2.0,0.80836,2.0,2.6427155,5.0,0.886087,a_wczora_z_wieczora
0,0.5129977,0.0,2.0364454,2.0,0.80836,2.0,2.6427155,5.0,0.886087,-7.0,0.73063314,-2.0,0.90163237,a_wczora_z_wieczora
0,1.1973709,0.0,0.461637,2.0,2.6111343,2.0,1.0963879,-1.0,0.4904893,0.0,0.461637,1.0,8.280613,oj_maluski_maluski
0,0.461637,1.0,8.280613,0.0,2.9140835,-2.0,0.54819393,0.0,0.4904893,0.0,0.5193416,-1.0,0.47606313,oj_maluski_maluski
0,0.5193416,-1.0,0.47606313,1.0,0.53376776,0.0,0.461637,2.0,3.8229313,0.0,1.5003202,0.0,0.9088478,oj_maluski_maluski
0,1.5003202,0.0,0.9088478,1.0,0.5770463,2.0,3.9527667,-7.0,0.5193416,-2.0,1.0386832,-1.0,0.735734,oj_maluski_maluski
0,1.0386832,-1.0,0.735734,2.0,1.5435988,1.0,1.846548,2.0,0.9954048,0.0,0.461637,1.0,0.5770463,oj_maluski_maluski
0,0.461637,1.0,0.5770463,-1.0,0.79343855,0.0,0.735734,0.0,1.1396663,1.0,0.461637,-1.0,1.110814,oj_maluski_maluski
0,0.461637,-1.0,1.110814,0.0,1.4570417,0.0,0.5914724,2.0,0.95212626,-2.0,0.6636031,0.0,1.947531,oj_maluski_maluski
0,0.6636031,0.0,1.947531,2.0,0.76458627,-2.0,1.8609742,-2.0,0.461637,2.0,0.53376776,3.0,1.399337,oj_maluski_maluski
0,0.53376776,3.0,1.399337,0.0,0.461637,0.0,0.461637,-1.0,2.5101511,-2.0,0.461637,-3.0,0.60589856,oj_maluski_maluski
0,0.461637,-3.0,0.60589856,3.0,0.60589856,2.0,0.461637,-2.0,0.461637,-2.0,5.842593,-1.0,0.649177,oj_maluski_maluski
